,FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
14758,2020,4,DEPT OF EDUCATION,Education Block Grants,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/20/2019,16.59
14759,2020,4,DEPT OF EDUCATION,Public School Transportation,MATCH UP PROMOTIONS LLC,Stationery-Office Supplies-Printing Writing Pap,10/14/2019,597.36
14760,2020,4,DEPT OF EDUCATION,Public School Transportation,DOUBLETREE CRYSTAL CTY,Lodging,10/17/2019,76.0
14761,2020,4,DEPT OF EDUCATION,Public School Transportation,DOUBLETREE CRYSTAL CTY,Lodging,10/17/2019,901.48
14762,2020,4,DEPT OF EDUCATION,Public School Transportation,MATCH UP PROMOTIONS LLC,Stationery-Office Supplies-Printing Writing Pap,10/14/2019,36.0
14763,2020,4,DEPT OF EDUCATION,E Education Block Grants,AMERICAN AIR0010274649372,Airline,10/18/2019,30.0
14764,2020,4,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/1/2019,21.53
14765,2020,4,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0010273245340,Airline,9/29/2019,30.0
14766,2020,4,DEPT OF EDUCATION,Special Needs Programs,QDOBA 1755,Fast Food Restaurants,10/3/2019,17.86
14767,2020,4,DEPT OF EDUCATION,Special Needs Programs,DRURY PLAZA ST LOUIS,Lodging,10/16/2019,755.76
14768,2020,4,DEPT OF EDUCATION,Special Needs Programs,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,9/28/2019,145.0
14769,2020,4,DEPT OF EDUCATION,Special Needs Programs,HUDSON NEWS ST1571,News Dealers And Newsstands,10/17/2019,12.07
14770,2020,4,DEPT OF EDUCATION,Special Needs Programs,FUZZYS TACO SHOP - MARYLA,Eating Places Restaurants,9/29/2019,12.7
14771,2020,4,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,10/17/2019,62.87
14772,2020,4,DEPT OF EDUCATION,Special Needs Programs,SNARFS SANDWICHES,Eating Places Restaurants,10/2/2019,12.83
14773,2020,4,DEPT OF EDUCATION,Special Needs Programs,ANGELO'S TAVERNA,Eating Places Restaurants,10/15/2019,19.75
14774,2020,4,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,10/17/2019,13.17
14775,2020,4,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #13,Grocery Stores Supermarkets,10/11/2019,70.94
14776,2020,4,DEPT OF EDUCATION,Special Needs Programs,SAMSCLUB #6330,Wholesale Clubs,10/11/2019,198.28
14777,2020,4,DEPT OF EDUCATION,Special Needs Programs,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/7/2019,25.0
14778,2020,4,DEPT OF EDUCATION,Special Needs Programs,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/7/2019,25.0
14779,2020,4,DEPT OF EDUCATION,Special Needs Programs,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/7/2019,25.0
14780,2020,4,DEPT OF EDUCATION,Special Needs Programs,UNIV OF DE WEB PYMT,Colleges Univ Pro Schools Junior Colleges,10/7/2019,25.0
14781,2020,4,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,10/3/2019,33.54
14782,2020,4,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/17/2019,304.0
14783,2020,4,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/17/2019,27.69
14784,2020,4,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/16/2019,1080.0
14785,2020,4,DEPT OF EDUCATION,Special Needs Programs,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/14/2019,13.63
14786,2020,4,DEPT OF EDUCATION,Special Needs Programs,SNARFS SANDWICHES,Eating Places Restaurants,9/30/2019,14.57
14787,2020,4,DEPT OF EDUCATION,Special Needs Programs,SNARFS SANDWICHES,Eating Places Restaurants,10/1/2019,15.7
14788,2020,4,DEPT OF EDUCATION,Special Needs Programs,UBER TRIP,Travel,10/17/2019,29.27
14789,2020,4,DEPT OF EDUCATION,Special Needs Programs,UBER TRIP,Travel,10/17/2019,4.53
14790,2020,4,DEPT OF EDUCATION,Special Needs Programs,UBER TRIP,Travel,10/17/2019,4.39
14791,2020,4,DEPT OF EDUCATION,Special Needs Programs,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/16/2019,3.19
14792,2020,4,DEPT OF EDUCATION,Special Needs Programs,PANERA BREAD #600787,Eating Places Restaurants,10/13/2019,22.52
14793,2020,4,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/1/2019,950.0
14794,2020,4,DEPT OF EDUCATION,Special Needs Programs,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/14/2019,27.93
14795,2020,4,DEPT OF EDUCATION,Special Needs Programs,PANERA BREAD #600787 P,Fast Food Restaurants,10/15/2019,13.09
14796,2020,4,DEPT OF EDUCATION,Special Needs Programs,NTLREST SERVSAFE,Business Services-Not Elsewhere Classified,10/16/2019,23.24
14797,2020,4,DEPT OF EDUCATION,Special Needs Programs,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,10/16/2019,40.01
14798,2020,4,DEPT OF EDUCATION,Special Needs Programs,PANERA BREAD #600787,Eating Places Restaurants,10/16/2019,16.2
14799,2020,4,DEPT OF EDUCATION,Special Needs Programs,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/15/2019,10.82
14800,2020,4,DEPT OF EDUCATION,Special Needs Programs,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/15/2019,9.76
14801,2020,4,DEPT OF EDUCATION,Special Needs Programs,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,9/28/2019,8.42
14802,2020,4,DEPT OF EDUCATION,Special Needs Programs,STAPLS0178310981000001,Stationery-Office Supplies-Printing Writing Pap,10/8/2019,31.39
14803,2020,4,DEPT OF EDUCATION,Special Needs Programs,GRAINGER,Industrial Supplies Not Elsewhere Classified,10/7/2019,24.37
14804,2020,4,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0010273642861,Airline,10/5/2019,30.0
14805,2020,4,DEPT OF EDUCATION,Special Needs Programs,SQ *GATEWAY EXPRESS,Travel,9/29/2019,33.67
14806,2020,4,DEPT OF EDUCATION,Special Needs Programs,QDOBA 1755,Fast Food Restaurants,10/4/2019,14.29
14807,2020,4,DEPT OF EDUCATION,Special Needs Programs,STARBUCKS STORE 29445,Fast Food Restaurants,10/4/2019,11.42
14808,2020,4,DEPT OF EDUCATION,Special Needs Programs,RESIDENCE INN ST. LOUI,Lodging,10/6/2019,1074.07
14809,2020,4,DEPT OF EDUCATION,Special Needs Programs,SAMSCLUB #6330,Wholesale Clubs,10/17/2019,43.38
14810,2020,4,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,10/20/2019,11.41
14811,2020,4,DEPT OF EDUCATION,Special Needs Programs,STARBUCKS STORE 29445,Fast Food Restaurants,10/3/2019,13.37
14812,2020,4,DEPT OF EDUCATION,Special Needs Programs,STARBUCKS STORE 29445,Fast Food Restaurants,10/1/2019,10.82
14813,2020,4,DEPT OF EDUCATION,Special Needs Programs,STARBUCKS STORE 29445,Fast Food Restaurants,10/2/2019,11.15
14814,2020,4,DEPT OF EDUCATION,Special Needs Programs,SUBWAY 00603324,Fast Food Restaurants,10/5/2019,12.93
14815,2020,4,DEPT OF EDUCATION,Special Needs Programs,GRUBHUBDRUNKENFISHWES,Eating Places Restaurants,10/1/2019,31.47
14816,2020,4,DEPT OF EDUCATION,Special Needs Programs,GRUBHUBTGIFRIDAYS,Eating Places Restaurants,10/5/2019,27.33
14817,2020,4,DEPT OF EDUCATION,Special Needs Programs,UBER TRIP,Travel,10/5/2019,20.56
14818,2020,4,DEPT OF EDUCATION,Special Needs Programs,UBER TRIP,Travel,10/5/2019,3.08
14819,2020,4,DEPT OF EDUCATION,Special Needs Programs,IMOS PIZZA - MARYLAND HEI,Eating Places Restaurants,10/3/2019,25.94
14820,2020,4,DEPT OF EDUCATION,Special Needs Programs,PPA PHL AIRPORT,Automobile Parking Lots And Garages,10/5/2019,77.0
14821,2020,4,DEPT OF EDUCATION,Special Needs Programs,EBONYNEWS ST1203,Accessory And Apparel Stores-Miscellaneous,10/5/2019,12.07
14822,2020,4,DEPT OF EDUCATION,Special Needs Programs,STARBUCKS STORE 29445,Fast Food Restaurants,9/30/2019,8.01
14823,2020,4,DEPT OF EDUCATION,Special Needs Programs,UBER TRIP,Travel,10/13/2019,30.22
14824,2020,4,DEPT OF EDUCATION,Special Needs Programs,DRURY PLAZA ST LOUIS,Lodging,10/13/2019,4.94
14825,2020,4,DEPT OF EDUCATION,Special Needs Programs,SUBWAY 00672170,Fast Food Restaurants,10/17/2019,12.71
14826,2020,4,DEPT OF EDUCATION,Special Needs Programs,PPA PHL AIRPORT,Automobile Parking Lots And Garages,10/18/2019,55.0
14827,2020,4,DEPT OF EDUCATION,Special Needs Programs,SOUTHWES 5262131928777,Airline,10/17/2019,383.98
14828,2020,4,DEPT OF EDUCATION,Special Needs Programs,PARADIES #9535 PHL,News Dealers And Newsstands,10/13/2019,3.99
14829,2020,4,DEPT OF EDUCATION,Special Needs Programs,HYATT REGENCY ST.LOUIS F,Eating Places Restaurants,10/13/2019,7.91
14830,2020,4,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0010274232633,Airline,10/13/2019,30.0
14831,2020,4,DEPT OF EDUCATION,Special Needs Programs,HUDSON ST2054,News Dealers And Newsstands,9/29/2019,11.21
14832,2020,4,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0017455749077,Airline,10/17/2019,-433.3
14833,2020,4,DEPT OF EDUCATION,Special Needs Programs,ANGELO'S TAVERNA,Eating Places Restaurants,10/14/2019,9.15
14834,2020,4,DEPT OF EDUCATION,Special Needs Programs,EB WOMEN OF HOSPITALI,Theatrical ProducersExcl Motion Pix Ticket Agncy,10/10/2019,159.71
14835,2020,4,DEPT OF EDUCATION,Driver Training,SP * STUDENT DRIVER PR,Schools Educational Svc-Not Elsewhere Classified,10/17/2019,227.65
14836,2020,4,DEPT OF EDUCATION,Driver Training,STAPLS0178585329000001,Stationery-Office Supplies-Printing Writing Pap,10/19/2019,32.82
14837,2020,4,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,Cable Satellite Other Pay Television Radio Svcs,9/28/2019,117.24
14838,2020,4,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,Cable Satellite Other Pay Television Radio Svcs,10/28/2019,117.24
14839,2020,5,DEPT OF EDUCATION,Office of Early Learning,HYATT CHIC MAGNIFICNT MI,Lodging,11/15/2019,28.99
14840,2020,5,DEPT OF EDUCATION,Special Needs Programs,SAMS CLUB #6330,Wholesale Clubs,11/7/2019,175.45
14841,2020,5,DEPT OF EDUCATION,Office of the Secretary,BUCA DI BEPPO-WASHINGTON,Eating Places Restaurants,11/2/2019,56.5
14842,2020,5,DEPT OF EDUCATION,Office of the Secretary,LAURIOL PLAZA,Eating Places Restaurants,11/5/2019,40.0
14843,2020,5,DEPT OF EDUCATION,Office of the Secretary,HILTON INTERNATIONALS,Lodging,11/5/2019,822.18
14844,2020,5,DEPT OF EDUCATION,Office of the Secretary,STAPLS0178875870000001,Stationery-Office Supplies-Printing Writing Pap,10/30/2019,80.25
14845,2020,5,DEPT OF EDUCATION,Office of the Secretary,TST* JOHNNY S HALF SHELL,Eating Places Restaurants,11/4/2019,40.0
14846,2020,5,DEPT OF EDUCATION,Office of the Secretary,LAURIOL PLAZA,Eating Places Restaurants,11/1/2019,30.36
14847,2020,5,DEPT OF EDUCATION,Office of the Secretary,NARROWS RESTAURANT,Eating Places Restaurants,11/5/2019,37.08
14848,2020,5,DEPT OF EDUCATION,Academic Support,GO APE LUMS POND LLC,Recreation Services Not Elsewhere Classified,10/30/2019,-168.87
14849,2020,5,DEPT OF EDUCATION,Academic Support,AMTRAK .COM 3010651508281,Travel,10/28/2019,250.0
14850,2020,5,DEPT OF EDUCATION,Academic Support,DOUBLETREE BWI AIRPORT,Lodging,11/14/2019,8.0
14851,2020,5,DEPT OF EDUCATION,Academic Support,TEACHERS COLLEGE WEB COL,Colleges Univ Pro Schools Junior Colleges,10/28/2019,500.0
14852,2020,5,DEPT OF EDUCATION,Academic Support,WESTIN SEATTLE,Lodging,10/28/2019,560.6
14853,2020,5,DEPT OF EDUCATION,Academic Support,E GROUP INC,Miscellaneous And Specialty Retail Stores,11/4/2019,180.0
14854,2020,5,DEPT OF EDUCATION,Academic Support,PAT'S PIZZERIA,Eating Places Restaurants,11/4/2019,214.17
14855,2020,5,DEPT OF EDUCATION,Academic Support,APPLEBEES 980161998019,Eating Places Restaurants,11/21/2019,25.84
14856,2020,5,DEPT OF EDUCATION,Academic Support,CROWNE PLAZA TIMES SQUAR,Lodging,11/22/2019,739.1
14857,2020,5,DEPT OF EDUCATION,Academic Support,SQ *BLACK CAR/SUV G,Other Services Not Elsewhere Classified,11/20/2019,60.11
14858,2020,5,DEPT OF EDUCATION,Academic Support,UBER TRIP,Travel,11/23/2019,18.93
14859,2020,5,DEPT OF EDUCATION,Academic Support,PRIMO CAPPUCCINO,Fast Food Restaurants,11/22/2019,6.46
14860,2020,5,DEPT OF EDUCATION,Academic Support,APPLEBEES 980161998019,Eating Places Restaurants,11/21/2019,29.03
14861,2020,5,DEPT OF EDUCATION,Academic Support,E GROUP INC,Miscellaneous And Specialty Retail Stores,10/31/2019,8.3
14862,2020,5,DEPT OF EDUCATION,Academic Support,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11/8/2019,40.01
14863,2020,5,DEPT OF EDUCATION,Academic Support,STAPLS0179514586000001,Stationery-Office Supplies-Printing Writing Pap,11/23/2019,511.99
14864,2020,5,DEPT OF EDUCATION,Academic Support,NASP ONLINE,Organizations Membership-Not Elsewhere Classified,11/8/2019,210.0
14865,2020,5,DEPT OF EDUCATION,Academic Support,DOUBLETREE BWI AIRPORT F,Eating Places Restaurants,11/13/2019,20.0
14866,2020,5,DEPT OF EDUCATION,Academic Support,DOUBLETREE BWI AIRPORT,Lodging,11/13/2019,5.75
14867,2020,5,DEPT OF EDUCATION,Academic Support,SUBWAY 04061099,Fast Food Restaurants,11/7/2019,46.1
14868,2020,5,DEPT OF EDUCATION,Academic Support,CRACKER BARREL #718 LIN,Eating Places Restaurants,11/13/2019,16.0
14869,2020,5,DEPT OF EDUCATION,Academic Support,SKILLSUSA ORG,Schools Educational Svc-Not Elsewhere Classified,11/15/2019,650.0
14870,2020,5,DEPT OF EDUCATION,Academic Support,DOUBLETREE BWI AIRPORT,Lodging,11/14/2019,246.34
14871,2020,5,DEPT OF EDUCATION,Academic Support,CHILI'S PADONIA,Eating Places Restaurants,11/12/2019,31.0
14872,2020,5,DEPT OF EDUCATION,Academic Support,SDF WAVE3 TRAVEL STOR,Gift Card Novelty And Souvenir Shops,10/27/2019,2.99
14873,2020,5,DEPT OF EDUCATION,Academic Support,GALT HOUSE HOTEL,Lodging,10/27/2019,31.5
14874,2020,5,DEPT OF EDUCATION,Academic Support,MCDONALD'S F31398,Fast Food Restaurants,10/28/2019,8.05
14875,2020,5,DEPT OF EDUCATION,Academic Support,AMAZON.COM*YQ0AI3NZ3,Book Stores,11/19/2019,39.96
14876,2020,5,DEPT OF EDUCATION,Academic Support,STAPLS0179281253000001,Stationery-Office Supplies-Printing Writing Pap,11/14/2019,144.45
14877,2020,5,DEPT OF EDUCATION,Academic Support,INSPIREYOURPEOPLE COM,Book Stores,11/1/2019,89.5
14878,2020,5,DEPT OF EDUCATION,Academic Support,INSPIREYOURPEOPLE COM,Book Stores,11/1/2019,12.18
14879,2020,5,DEPT OF EDUCATION,Academic Support,INTL TECH ENG EDUC ASSOC,Architectural Engineering And Surveying Services,11/6/2019,445.0
14880,2020,5,DEPT OF EDUCATION,Academic Support,GALT HOUSE HOTEL,Lodging,10/27/2019,313.4
14881,2020,5,DEPT OF EDUCATION,Academic Support,STARBUCKS EVENINGS SDF,Fast Food Restaurants,10/27/2019,9.49
14882,2020,5,DEPT OF EDUCATION,Academic Support,SUBWAY 03367869,Fast Food Restaurants,11/14/2019,12.98
14883,2020,5,DEPT OF EDUCATION,Academic Support,E GROUP INC,Miscellaneous And Specialty Retail Stores,10/31/2019,90.0
14884,2020,5,DEPT OF EDUCATION,Academic Support,GO APE LUMS POND LLC,Recreation Services Not Elsewhere Classified,10/30/2019,-731.77
14885,2020,5,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,11/5/2019,208.0
14886,2020,5,DEPT OF EDUCATION,Student Support,HILTON INTERNATIONALS,Lodging,11/5/2019,23.86
14887,2020,5,DEPT OF EDUCATION,Student Support,CACFP.ORG,Organizations Membership-Not Elsewhere Classified,11/25/2019,250.0
14888,2020,5,DEPT OF EDUCATION,Student Support,STAPLS0179525969000001,Stationery-Office Supplies-Printing Writing Pap,11/23/2019,190.32
14889,2020,5,DEPT OF EDUCATION,Student Support,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,11/8/2019,240.06
14890,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/18/2019,599.0
14891,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/18/2019,1140.0
14892,2020,5,DEPT OF EDUCATION,Student Support,LAKESHORE LEARNING MATER,Schools Educational Svc-Not Elsewhere Classified,10/31/2019,1634.79
14893,2020,5,DEPT OF EDUCATION,Student Support,USPS PO 0917600901,Postal Services-Government Only,10/30/2019,47.85
14894,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,11.99
14895,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,7.95
14896,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,8.78
14897,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,7.93
14898,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,5.59
14899,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,7.94
14900,2020,5,DEPT OF EDUCATION,Student Support,AMTRAK .COM 3160690661912,Travel,11/12/2019,159.0
14901,2020,5,DEPT OF EDUCATION,Student Support,SCHOLASTIC EDUCATION,Schools Educational Svc-Not Elsewhere Classified,11/21/2019,156.11
14902,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/13/2019,1120.0
14903,2020,5,DEPT OF EDUCATION,Student Support,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,11/25/2019,146.0
14904,2020,5,DEPT OF EDUCATION,Student Support,SOUTHWES 5262142658360,Airline,11/18/2019,207.96
14905,2020,5,DEPT OF EDUCATION,Student Support,SOUTHWES 5262141065741,Airline,11/13/2019,224.95
14906,2020,5,DEPT OF EDUCATION,Student Support,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,11/25/2019,146.0
14907,2020,5,DEPT OF EDUCATION,Student Support,AMERICAN AIR0012388859517,Airline,11/13/2019,264.11
14908,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/14/2019,599.0
14909,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/14/2019,1140.0
14910,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/21/2019,1140.0
14911,2020,5,DEPT OF EDUCATION,Student Support,SOUTHWES 5262143756485,Airline,11/21/2019,207.96
14912,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/21/2019,599.0
14913,2020,5,DEPT OF EDUCATION,Student Support,WESTIN WESTMINSTER,Eating Places Restaurants,11/13/2019,11.43
14914,2020,5,DEPT OF EDUCATION,Student Support,DELAWARE EXPRESS SHUTTLE,Travel,11/7/2019,114.0
14915,2020,5,DEPT OF EDUCATION,Student Support,WESTIN WESTMINSTER,Eating Places Restaurants,11/11/2019,39.84
14916,2020,5,DEPT OF EDUCATION,Student Support,WESTIN WESTMINSTER,Eating Places Restaurants,11/13/2019,24.59
14917,2020,5,DEPT OF EDUCATION,Student Support,ESSENTIAL EDUCATION,Schools Educational Svc-Not Elsewhere Classified,11/25/2019,212.57
14918,2020,5,DEPT OF EDUCATION,Student Support,ESSENTIAL EDUCATION,Schools Educational Svc-Not Elsewhere Classified,11/25/2019,1890.0
14919,2020,5,DEPT OF EDUCATION,Student Support,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,11/2/2019,587.0
14920,2020,5,DEPT OF EDUCATION,Student Support,AWL*PEARSON EDUCATION,Schools Educational Svc-Not Elsewhere Classified,11/2/2019,29.35
14921,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/5/2019,7.99
14922,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/5/2019,7.98
14923,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/5/2019,7.97
14924,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,8.79
14925,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/22/2019,570.0
14926,2020,5,DEPT OF EDUCATION,Student Support,BARNES And NOBLE 2366,Book Stores,11/5/2019,828.1
14927,2020,5,DEPT OF EDUCATION,Student Support,SBARRO TERMINAL E,Fast Food Restaurants,11/10/2019,10.62
14928,2020,5,DEPT OF EDUCATION,Student Support,ESEANETWORK.ORG,Organizations Membership-Not Elsewhere Classified,11/13/2019,599.0
14929,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,7.19
14930,2020,5,DEPT OF EDUCATION,Student Support,ROCK BOTTOM WESTMINSTER,Eating Places Restaurants,11/12/2019,20.73
14931,2020,5,DEPT OF EDUCATION,Student Support,HCP HARPERCOLLINS,Miscellaneous Publishing And Printing,11/7/2019,7.96
14932,2020,5,DEPT OF EDUCATION,Student Support,LAKESHORE LEARNING MATER,Schools Educational Svc-Not Elsewhere Classified,10/31/2019,245.26
14933,2020,5,DEPT OF EDUCATION,Educator Support,LA COLOMBE C,Fast Food Restaurants,11/14/2019,14.15
14934,2020,5,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0012387760047,Airline,11/7/2019,421.6
14935,2020,5,DEPT OF EDUCATION,Educator Support,CCI*HOTEL RES,Travel,10/29/2019,200.93
14936,2020,5,DEPT OF EDUCATION,Educator Support,BOS TAXI 1579,Travel,11/14/2019,130.3
14937,2020,5,DEPT OF EDUCATION,Educator Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,11/15/2019,11.0
14938,2020,5,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0012388199469,Airline,11/10/2019,516.6
14939,2020,5,DEPT OF EDUCATION,Educator Support,LUCCA RESTAURANT And BAR,Eating Places Restaurants,11/14/2019,26.47
14940,2020,5,DEPT OF EDUCATION,Educator Support,GRAINGER,Industrial Supplies Not Elsewhere Classified,11/6/2019,36.77
14941,2020,5,DEPT OF EDUCATION,Educator Support,CCI*HOTEL RES,Travel,11/18/2019,-200.93
14942,2020,5,DEPT OF EDUCATION,Educator Support,DISPUTE CREDIT,Travel,11/19/2019,-200.93
14943,2020,5,DEPT OF EDUCATION,Educator Support,STARBUCKS B GAT 11 BOS,Fast Food Restaurants,11/14/2019,5.3
14944,2020,5,DEPT OF EDUCATION,Educator Support,BEST WESTERN,Lodging,11/14/2019,166.43
14945,2020,5,DEPT OF EDUCATION,Educator Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,11/15/2019,22.0
14946,2020,5,DEPT OF EDUCATION,Educator Support,LA COLOMBE A-EAST,Fast Food Restaurants,11/20/2019,11.87
14947,2020,5,DEPT OF EDUCATION,Educator Support,MANDARIN EXPRESS #544 RIV,Fast Food Restaurants,11/23/2019,11.33
14948,2020,5,DEPT OF EDUCATION,Educator Support,PPA PHL AIRPORT,Automobile Parking Lots And Garages,11/24/2019,55.0
14949,2020,5,DEPT OF EDUCATION,Educator Support,CAFE DU MONDE,Fast Food Restaurants,11/24/2019,7.05
14950,2020,5,DEPT OF EDUCATION,Educator Support,CURRITO PHILLY AIRPORT T,Fast Food Restaurants,11/25/2019,16.66
14951,2020,5,DEPT OF EDUCATION,Educator Support,BRENNANS,Eating Places Restaurants,11/23/2019,48.08
14952,2020,5,DEPT OF EDUCATION,Educator Support,HILTON DRAGOS,Eating Places Restaurants,11/21/2019,21.21
14953,2020,5,DEPT OF EDUCATION,Educator Support,HILTON CRESCENT MKTPL,Eating Places Restaurants,11/22/2019,12.93
14954,2020,5,DEPT OF EDUCATION,Educator Support,DELAWARE NORTH LOGAN F And B,Fast Food Restaurants,11/14/2019,15.24
14955,2020,5,DEPT OF EDUCATION,Educator Support,HILTON HOTELS,Lodging,11/24/2019,598.14
14956,2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/25/2019,32.62
14957,2020,5,DEPT OF EDUCATION,Educator Support,AMERICAN AIR0011502072092,Airline,11/19/2019,30.0
14958,2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/21/2019,35.98
14959,2020,5,DEPT OF EDUCATION,Educator Support,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,11/12/2019,263.66
14960,2020,5,DEPT OF EDUCATION,Educator Support,USPS PO 0917600901,Postal Services-Government Only,11/13/2019,6.85
14961,2020,5,DEPT OF EDUCATION,Educator Support,TAXI SVC LONG ISLAND C,Travel,11/13/2019,114.55
14962,2020,5,DEPT OF EDUCATION,Educator Support,GRAINGER,Industrial Supplies Not Elsewhere Classified,11/9/2019,261.3
14963,2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/15/2019,12.89
14964,2020,5,DEPT OF EDUCATION,Educator Support,UBER TRIP,Travel,11/14/2019,7.53
14965,2020,5,DEPT OF EDUCATION,Educator Support,DELAWARE NORTH LOGAN F And B,Fast Food Restaurants,11/14/2019,6.31
14966,2020,5,DEPT OF EDUCATION,Educator Support,DICAPRI PIZZERIA - ACT,Eating Places Restaurants,11/13/2019,27.87
14967,2020,5,DEPT OF EDUCATION,Educator Support,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,11/12/2019,559.0
14968,2020,5,DEPT OF EDUCATION,Educator Support,STAPLS0179110222000001,Stationery-Office Supplies-Printing Writing Pap,11/7/2019,512.64
